# fecha: 2026-09-15T12:10:18
# python: 3.14.2
# numpy: 2.4.3
# sha_cap: dc058e0a43216bf3
# sha_este: ef471cd7c97cc822
# sha_v6: 5f38f83cf49248a3
# sha_v7: 3db0475ef0ea95ce
# NS: 20
# N_EST: 20
# TOL: 0.3
# condiciones: {"v6_20k": "(False, 20000)", "v7_20k": "(True, 20000)", "v6_60k": "(False, 60000)", "v7_60k": "(True, 60000)"}
# estimulos: {"A": {"patron": "110100", "valencia": "comida", "R": 1.0}, "B": {"patron": "101010", "valencia": "veneno", "R": -3.0}, "C": {"patron": "011001", "valencia": "comida", "R": 1.0}, "D": {"patron": "001011", "valencia": "veneno", "R": -3.0}, "E05": {"patron": "111000", "valencia": "comida", "R": 1.0}, "E06": {"patron": "110010", "valencia": "veneno", "R": -3.0}, "E07": {"patron": "110001", "valencia": "comida", "R": 1.0}, "E08": {"patron": "101100", "valencia": "veneno", "R": -3.0}, "E09": {"patron": "101001", "valencia": "comida", "R": 1.0}, "E10": {"patron": "100110", "valencia": "veneno", "R": -3.0}, "E11": {"patron": "100101", "valencia": "comida", "R": 1.0}, "E12": {"patron": "100011", "valencia": "veneno", "R": -3.0}, "E13": {"patron": "011100", "valencia": "comida", "R": 1.0}, "E14": {"patron": "011010", "valencia": "veneno", "R": -3.0}, "E15": {"patron": "010110", "valencia": "comida", "R": 1.0}, "E16": {"patron": "010101", "valencia": "veneno", "R": -3.0}, "E17": {"patron": "010011", "valencia": "comida", "R": 1.0}, "E18": {"patron": "001110", "valencia": "veneno", "R": -3.0}, "E19": {"patron": "001101", "valencia": "comida", "R": 1.0}, "E20": {"patron": "000111", "valencia": "veneno", "R": -3.0}}
cond,seed,paso_t,n,t,celdas,splits,solap_medio,solap_max,e_n_mediana,estimulo,W,R,dev,vis_ac,mord_ac
v6_60k,10,60000,8,420000,30,0,0.786,2,0.083,E07,0.986,1.0,0.014,154,116
v6_60k,10,60000,8,420000,30,0,0.786,2,0.083,E08,-2.561,-3.0,0.439,1813,35
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,A,0.972,1.0,0.028,833,833
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,B,-3.619,-3.0,0.619,55746,157
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,C,1.044,1.0,0.044,657,648
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,D,-3.103,-3.0,0.103,26191,106
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,E05,0.917,1.0,0.083,360,360
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,E06,-2.735,-3.0,0.265,6637,93
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,E07,1.02,1.0,0.02,201,163
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,E08,-2.676,-3.0,0.324,3992,48
v6_60k,10,60000,9,480000,30,0,0.833,2,0.103,E09,-3.838,1.0,4.838,2072,0
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,A,1.001,1.0,0.001,867,867
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,B,-3.647,-3.0,0.647,59629,159
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,C,1.055,1.0,0.055,690,681
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,D,-3.124,-3.0,0.124,27957,108
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E05,0.96,1.0,0.04,402,402
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E06,-2.772,-3.0,0.228,8667,100
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E07,1.011,1.0,0.011,247,208
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E08,-2.731,-3.0,0.269,5378,60
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E09,-3.899,1.0,4.899,4046,0
v6_60k,10,60000,10,540000,30,0,0.889,2,0.176,E10,-1.833,-3.0,1.167,268,28
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,A,1.032,1.0,0.032,904,904
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,B,-3.731,-3.0,0.731,63087,161
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,C,1.077,1.0,0.077,730,720
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,D,-3.127,-3.0,0.127,29440,113
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E05,0.89,1.0,0.11,434,434
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E06,-2.624,-3.0,0.376,9822,109
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E07,1.129,1.0,0.129,274,235
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E08,-2.72,-3.0,0.28,6627,75
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E09,-4.0,1.0,5.0,7533,0
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E10,-1.462,-3.0,1.538,421,52
v6_60k,10,60000,11,600000,30,0,0.836,2,0.28,E11,-0.178,1.0,1.178,120,25
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,A,1.026,1.0,0.026,940,939
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,B,-3.648,-3.0,0.648,67340,161
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,C,1.05,1.0,0.05,771,760
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,D,-2.982,-3.0,0.018,33680,119
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E05,0.935,1.0,0.065,473,473
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E06,-2.723,-3.0,0.277,11535,119
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E07,-0.336,1.0,1.336,314,270
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E08,-2.62,-3.0,0.38,8487,84
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E09,-3.742,1.0,4.742,9804,1
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E10,-1.087,-3.0,1.913,734,84
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E11,0.825,1.0,0.175,156,59
v6_60k,10,60000,12,660000,30,0,0.848,2,0.329,E12,-1.424,-3.0,1.576,251,37
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,A,0.994,1.0,0.006,977,976
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,B,-3.781,-3.0,0.781,69030,161
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,C,1.155,1.0,0.155,791,780
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,D,-2.959,-3.0,0.041,36675,124
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E05,0.993,1.0,0.007,513,513
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E06,-2.762,-3.0,0.238,12706,124
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E07,-0.149,1.0,1.149,348,291
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E08,-2.766,-3.0,0.234,10644,98
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E09,-3.88,1.0,4.88,13167,1
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E10,-1.007,-3.0,1.993,841,106
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E11,0.986,1.0,0.014,197,100
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E12,-1.156,-3.0,1.844,429,59
v6_60k,10,60000,13,720000,30,0,0.808,2,0.234,E13,0.908,1.0,0.092,30,30
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,A,1.057,1.0,0.057,1015,1014
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,B,-3.733,-3.0,0.733,72046,162
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,C,0.0,1.0,1.0,834,818
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,D,-2.801,-3.0,0.199,38484,131
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E05,0.059,1.0,0.941,556,556
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E06,-2.808,-3.0,0.192,14085,131
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E07,0.0,1.0,1.0,389,332
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E08,-2.435,-3.0,0.565,11925,110
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E09,-3.746,1.0,4.746,16725,2
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E10,-1.0,-3.0,2.0,959,130
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E11,0.999,1.0,0.001,241,144
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E12,-1.0,-3.0,2.0,505,79
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E13,0.059,1.0,0.941,76,71
v6_60k,10,60000,14,780000,30,0,0.846,3,0.941,E14,0.0,-3.0,3.0,37,34
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,A,0.989,1.0,0.011,1058,1057
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,B,-3.59,-3.0,0.59,75112,162
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,C,0.0,1.0,1.0,871,853
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,D,-2.728,-3.0,0.272,40114,137
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E05,0.0,1.0,1.0,595,587
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E06,-0.966,-3.0,2.034,15553,144
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E07,0.0,1.0,1.0,425,366
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E08,-2.351,-3.0,0.649,13357,125
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E09,-3.494,1.0,4.494,20328,3
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E10,-1.0,-3.0,2.0,1023,151
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E11,1.0,1.0,0.0,289,191
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E12,-1.0,-3.0,2.0,683,117
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E13,0.0,1.0,1.0,111,105
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E14,0.0,-3.0,3.0,88,78
v6_60k,10,60000,15,840000,30,0,0.867,3,1.0,E15,-0.966,1.0,1.966,554,24
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,A,0.996,1.0,0.004,1095,1094
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,B,-3.555,-3.0,0.555,79353,163
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,C,0.0,1.0,1.0,910,888
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,D,-2.871,-3.0,0.129,42883,149
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E05,0.0,1.0,1.0,647,633
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E06,0.0,-3.0,3.0,15611,190
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E07,0.0,1.0,1.0,484,420
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E08,-2.334,-3.0,0.666,14582,140
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E09,-3.548,1.0,4.548,22490,3
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E10,0.0,-3.0,3.0,1123,182
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E11,0.0,1.0,1.0,327,228
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E12,0.0,-3.0,3.0,762,155
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E13,0.0,1.0,1.0,159,150
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E14,0.0,-3.0,3.0,131,118
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E15,0.0,1.0,1.0,615,64
v6_60k,10,60000,16,900000,30,0,0.867,3,1.0,E16,0.0,-3.0,3.0,33,32
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,A,0.999,1.0,0.001,1141,1139
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,B,-1.925,-3.0,1.075,83362,174
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,C,0.0,1.0,1.0,984,951
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,D,-1.634,-3.0,1.366,44366,160
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E05,0.0,1.0,1.0,707,686
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E06,0.0,-3.0,3.0,15676,245
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E07,0.0,1.0,1.0,543,476
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E08,-0.472,-3.0,2.528,15327,182
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E09,-0.146,1.0,1.146,26709,28
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E10,0.0,-3.0,3.0,1191,243
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E11,0.0,1.0,1.0,398,288
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E12,0.0,-3.0,3.0,823,205
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E13,0.0,1.0,1.0,224,207
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E14,0.0,-3.0,3.0,201,186
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E15,0.0,1.0,1.0,681,124
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E16,0.0,-3.0,3.0,98,92
v6_60k,10,60000,17,960000,30,0,0.89,3,1.075,E17,0.0,1.0,1.0,64,60
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,A,1.0,1.0,0.0,1221,1219
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,B,-2.446,-3.0,0.554,86487,211
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,C,0.0,1.0,1.0,1052,1011
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,D,-2.68,-3.0,0.32,47714,191
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E05,0.0,1.0,1.0,813,776
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E06,0.0,-3.0,3.0,15778,331
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E07,0.0,1.0,1.0,641,565
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E08,0.0,-3.0,3.0,15414,253
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E09,0.232,1.0,0.768,26784,99
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E10,0.0,-3.0,3.0,1281,324
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E11,0.0,1.0,1.0,482,359
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E12,0.0,-3.0,3.0,920,293
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E13,0.0,1.0,1.0,327,299
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E14,0.0,-3.0,3.0,283,257
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E15,0.0,1.0,1.0,757,191
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E16,0.0,-3.0,3.0,183,170
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E17,0.0,1.0,1.0,143,130
v6_60k,10,60000,18,1020000,30,0,0.863,3,1.0,E18,-2.913,-3.0,0.087,3889,21
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,A,1.0,1.0,0.0,1312,1309
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,B,-2.749,-3.0,0.251,93477,237
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,C,0.0,1.0,1.0,1149,1092
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,D,0.0,-3.0,3.0,48989,284
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E05,0.0,1.0,1.0,915,868
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E06,0.0,-3.0,3.0,15888,426
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E07,0.0,1.0,1.0,753,660
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E08,0.0,-3.0,3.0,15515,348
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E09,0.0,1.0,1.0,26877,185
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E10,0.0,-3.0,3.0,1397,432
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E11,0.0,1.0,1.0,578,446
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E12,0.0,-3.0,3.0,1024,388
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E13,0.0,1.0,1.0,418,385
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E14,0.0,-3.0,3.0,390,356
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E15,0.0,1.0,1.0,855,280
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E16,0.0,-3.0,3.0,296,270
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E17,0.0,1.0,1.0,239,213
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E18,0.0,-3.0,3.0,5174,106
v6_60k,10,60000,19,1080000,30,0,0.83,3,1.0,E19,0.0,1.0,1.0,2217,78
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,A,1.0,1.0,0.0,1399,1396
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,B,-2.759,-3.0,0.241,98992,261
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,C,0.0,1.0,1.0,1248,1174
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,D,0.0,-3.0,3.0,49077,366
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E05,0.0,1.0,1.0,1010,950
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E06,0.0,-3.0,3.0,15983,504
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E07,0.0,1.0,1.0,842,735
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E08,0.0,-3.0,3.0,15594,423
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E09,0.0,1.0,1.0,26972,273
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E10,0.0,-3.0,3.0,1494,519
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E11,0.0,1.0,1.0,673,535
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E12,0.0,-3.0,3.0,1124,481
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E13,0.0,1.0,1.0,508,463
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E14,0.0,-3.0,3.0,490,445
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E15,0.0,1.0,1.0,948,363
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E16,0.0,-3.0,3.0,383,351
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E17,0.0,1.0,1.0,354,318
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E18,0.0,-3.0,3.0,5272,196
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E19,0.0,1.0,1.0,2301,157
v6_60k,10,60000,20,1140000,30,0,0.779,3,1.0,E20,-2.61,-3.0,0.39,2543,67
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,A,1.0,1.0,0.0,1483,1480
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,B,-2.759,-3.0,0.241,103452,277
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,C,0.0,1.0,1.0,1340,1254
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,D,0.0,-3.0,3.0,49181,456
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E05,0.0,1.0,1.0,1082,1014
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E06,0.0,-3.0,3.0,16052,568
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E07,0.0,1.0,1.0,949,829
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E08,0.0,-3.0,3.0,15665,485
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E09,0.0,1.0,1.0,27045,338
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E10,0.0,-3.0,3.0,1571,587
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E11,0.0,1.0,1.0,771,624
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E12,0.0,-3.0,3.0,1197,541
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E13,0.0,1.0,1.0,608,551
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E14,0.0,-3.0,3.0,582,527
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E15,0.0,1.0,1.0,1019,426
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E16,0.0,-3.0,3.0,476,435
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E17,0.0,1.0,1.0,443,396
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E18,0.0,-3.0,3.0,5353,268
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E19,0.0,1.0,1.0,2375,221
v6_60k,10,60000,20,1200000,30,0,0.779,3,1.0,E20,-2.781,-3.0,0.219,7716,86
v6_60k,11,60000,2,60000,30,0,0.0,0,0.005,A,1.0,1.0,0.0,236,234
v6_60k,11,60000,2,60000,30,0,0.0,0,0.005,B,-2.99,-3.0,0.01,13378,61
v6_60k,11,60000,3,120000,30,0,0.333,1,0.0,A,1.0,1.0,0.0,381,378
v6_60k,11,60000,3,120000,30,0,0.333,1,0.0,B,-2.999,-3.0,0.001,26314,82
v6_60k,11,60000,3,120000,30,0,0.333,1,0.0,C,1.0,1.0,0.0,172,172
v6_60k,11,60000,4,180000,30,0,0.833,2,0.218,A,0.974,1.0,0.026,461,457
v6_60k,11,60000,4,180000,30,0,0.833,2,0.218,B,-4.336,-3.0,1.336,36300,86
v6_60k,11,60000,4,180000,30,0,0.833,2,0.218,C,0.865,1.0,0.135,258,257
v6_60k,11,60000,4,180000,30,0,0.833,2,0.218,D,-2.699,-3.0,0.301,3043,51
v6_60k,11,60000,5,240000,30,0,0.8,2,0.122,A,1.018,1.0,0.018,562,558
v6_60k,11,60000,5,240000,30,0,0.8,2,0.122,B,-3.439,-3.0,0.439,43433,89
v6_60k,11,60000,5,240000,30,0,0.8,2,0.122,C,0.878,1.0,0.122,340,339
v6_60k,11,60000,5,240000,30,0,0.8,2,0.122,D,-2.507,-3.0,0.493,7267,93
v6_60k,11,60000,5,240000,30,0,0.8,2,0.122,E05,0.957,1.0,0.043,123,72
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,A,1.084,1.0,0.084,637,633
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,B,-4.178,-3.0,1.178,49937,89
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,C,0.95,1.0,0.05,429,428
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,D,-2.341,-3.0,0.659,10936,132
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,E05,0.916,1.0,0.084,185,134
v6_60k,11,60000,6,300000,30,0,0.667,2,0.158,E06,-2.768,-3.0,0.232,2729,37
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,A,1.168,1.0,0.168,702,697
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,B,-4.022,-3.0,1.022,55722,89
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,C,1.032,1.0,0.032,496,495
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,D,-1.829,-3.0,1.171,12741,174
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,E05,0.911,1.0,0.089,239,188
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,E06,-2.797,-3.0,0.203,7317,51
v6_60k,11,60000,7,360000,30,0,0.667,2,0.203,E07,0.79,1.0,0.21,58,53
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,A,0.63,1.0,0.37,755,749
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,B,-3.498,-3.0,0.498,62257,90
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,C,1.005,1.0,0.005,556,555
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,D,-1.135,-3.0,1.865,13660,227
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,E05,0.908,1.0,0.092,304,253
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,E06,-2.713,-3.0,0.287,12265,70
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,E07,1.33,1.0,0.33,110,105
v6_60k,11,60000,8,420000,30,0,0.821,2,0.35,E08,-0.242,-3.0,2.758,68,50
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,A,0.842,1.0,0.158,833,827
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,B,-3.241,-3.0,0.241,70067,95
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,C,1.001,1.0,0.001,623,622
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,D,-0.893,-3.0,2.107,13969,291
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,E05,1.0,1.0,0.0,378,326
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,E06,-2.963,-3.0,0.037,16117,90
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,E07,1.141,1.0,0.141,173,168
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,E08,0.0,-3.0,3.0,169,133
v6_60k,11,60000,9,480000,30,0,0.972,3,0.158,E09,0.0,1.0,1.0,77,67
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,A,0.906,1.0,0.094,891,884
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,B,-3.211,-3.0,0.211,73586,98
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,C,1.0,1.0,0.0,679,678
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,D,-0.893,-3.0,2.107,14197,337
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E05,0.995,1.0,0.005,431,379
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E06,-2.97,-3.0,0.03,21236,102
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E07,1.05,1.0,0.05,234,229
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E08,0.0,-3.0,3.0,238,195
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E09,0.0,1.0,1.0,141,122
v6_60k,11,60000,10,540000,30,0,0.911,3,0.152,E10,-2.714,-3.0,0.286,2951,38
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,A,0.907,1.0,0.093,947,940
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,B,-3.185,-3.0,0.185,78336,101
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,C,1.0,1.0,0.0,723,722
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,D,-0.893,-3.0,2.107,14420,388
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E05,0.993,1.0,0.007,478,426
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E06,-2.974,-3.0,0.026,24732,113
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E07,1.004,1.0,0.004,296,290
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E08,0.0,-3.0,3.0,302,252
v6_60k,11,60000,11,600000,30,0,0.945,3,0.1,E09,0.0,1.0,1.0,196,171
